Date,Open,High,Low,Close,Adj Close,Volume
2021-01-12,1745.359985,1767.900024,1716.380005,1737.430054,1737.430054,1476400
2021-01-13,1727.319946,1756.390015,1727.319946,1747.250000,1747.250000,1171600
2021-01-14,1748.869995,1767.550049,1726.069946,1730.920044,1730.920044,1460600
2021-01-15,1729.020020,1747.619995,1711.709961,1727.619995,1727.619995,1572200
2021-01-19,1743.000000,1803.839966,1732.829956,1784.469971,1784.469971,2083000
2021-01-20,1826.369995,1899.719971,1819.510010,1880.069946,1880.069946,3207600
2021-01-21,1893.650024,1932.079956,1879.410034,1884.150024,1884.150024,2931700
2021-01-22,1891.459961,1904.390015,1876.500000,1892.560059,1892.560059,1637200
2021-01-25,1912.739990,1921.819946,1859.160034,1894.280029,1894.280029,2529300
2021-01-26,1885.989990,1915.750000,1876.130005,1907.949951,1907.949951,1573100
2021-01-27,1874.910034,1880.469971,1797.280029,1818.939941,1818.939941,4125600
2021-01-28,1831.000000,1887.989990,1831.000000,1853.199951,1853.199951,2763900
2021-01-29,1834.020020,1847.540039,1801.560059,1827.359985,1827.359985,2226500
2021-02-01,1844.589966,1915.540039,1844.589966,1893.069946,1893.069946,2012600
2021-02-02,1913.130005,1949.369995,1906.369995,1919.119995,1919.119995,3316600
2021-02-03,2065.610107,2106.620117,2013.550049,2058.879883,2058.879883,4894100
2021-02-04,2060.620117,2069.300049,2035.099976,2053.629883,2053.629883,2429800
2021-02-05,2059.560059,2095.939941,2050.000000,2088.830078,2088.830078,1493300
2021-02-08,2100.000000,2115.000000,2063.350098,2084.520020,2084.520020,1441400
2021-02-09,2074.800049,2098.510010,2070.000000,2075.389893,2075.389893,1094600
2021-02-10,2083.139893,2098.879883,2052.239990,2086.479980,2086.479980,1255100
2021-02-11,2091.000000,2094.000000,2068.860107,2088.750000,2088.750000,1024000
2021-02-12,2079.770020,2099.500000,2073.570068,2095.030029,2095.030029,949500
2021-02-16,2091.750000,2145.139893,2091.750000,2110.699951,2110.699951,1550200
2021-02-17,2093.979980,2122.439941,2088.350098,2118.620117,2118.620117,1014700
2021-02-18,2105.000000,2121.989990,2093.330078,2105.810059,2105.810059,1127300
2021-02-19,2107.790039,2118.580078,2083.429932,2088.810059,2088.810059,1896900
2021-02-22,2053.600098,2080.330078,2048.000000,2054.260010,2054.260010,1473300
2021-02-23,2013.989990,2072.500000,1990.229980,2060.120117,2060.120117,1732900
2021-02-24,2030.040039,2088.320068,2027.530029,2083.810059,2083.810059,1130400
2021-02-25,2055.929932,2083.000000,2006.489990,2015.949951,2015.949951,2077400
2021-02-26,2029.949951,2056.520020,2001.010010,2021.910034,2021.910034,2002100
2021-03-01,2048.000000,2076.229980,2034.420044,2069.659912,2069.659912,1303000
2021-03-02,2064.840088,2094.739990,2056.669922,2064.479980,2064.479980,1278200
2021-03-03,2051.949951,2075.989990,1994.000000,2011.410034,2011.410034,1694600
2021-03-04,2014.869995,2074.590088,2005.430054,2033.930054,2033.930054,2460800
2021-03-05,2061.149902,2106.199951,2027.780029,2097.070068,2097.070068,2655000
2021-03-08,2084.060059,2113.739990,2005.189941,2007.500000,2007.500000,1843400
2021-03-09,2049.750000,2063.919922,2035.599976,2040.359985,2040.359985,1696000
2021-03-10,2061.399902,2061.399902,2019.329956,2036.189941,2036.189941,1355000
2021-03-11,2058.219971,2111.270020,2056.449951,2100.540039,2100.540039,1385100
2021-03-12,2076.409912,2077.610107,2032.420044,2050.000000,2050.000000,1690900
2021-03-15,2044.979980,2054.989990,2027.790039,2054.439941,2054.439941,1308400
2021-03-16,2065.989990,2113.679932,2059.290039,2083.889893,2083.889893,1595000
2021-03-17,2068.469971,2099.000000,2044.119995,2082.219971,2082.219971,1319100
2021-03-18,2048.179932,2068.750000,2019.180054,2021.339966,2021.339966,1585000
2021-03-19,2029.729980,2037.040039,2002.930054,2026.959961,2026.959961,2303600
2021-03-22,2027.630005,2048.340088,2014.000000,2030.689941,2030.689941,1676800
2021-03-23,2039.949951,2064.110107,2028.000000,2041.329956,2041.329956,1425500
2021-03-24,2051.760010,2067.600098,2029.000000,2032.530029,2032.530029,1260900
2021-03-25,2029.050049,2045.640015,1996.089966,2032.459961,2032.459961,1780800
2021-03-26,2031.790039,2039.390015,2003.849976,2024.729980,2024.729980,1398900
2021-03-29,2022.160034,2049.209961,2005.449951,2045.790039,2045.790039,1324600
2021-03-30,2052.979980,2062.669922,2036.150024,2046.469971,2046.469971,1365600
2021-03-31,2054.399902,2086.260010,2047.000000,2062.520020,2062.520020,2128500
2021-04-01,2092.250000,2135.750000,2091.429932,2129.780029,2129.780029,1994000
2021-04-05,2147.149902,2228.989990,2145.209961,2218.959961,2218.959961,2425500
2021-04-06,2210.919922,2228.000000,2201.790039,2209.260010,2209.260010,1762000
2021-04-07,2213.100098,2244.500000,2213.100098,2239.030029,2239.030029,1206700
2021-04-08,2264.000000,2271.790039,2243.010010,2250.429932,2250.429932,1433200
2021-04-09,2245.439941,2273.969971,2237.260010,2270.669922,2270.669922,1307300
2021-04-12,2254.120117,2256.889893,2227.820068,2244.620117,2244.620117,1251200
2021-04-13,2250.989990,2263.469971,2243.050049,2254.429932,2254.429932,1284100
2021-04-14,2267.429932,2267.429932,2236.020020,2241.909912,2241.909912,1050100
2021-04-15,2261.949951,2296.000000,2251.169922,2285.250000,2285.250000,1458700
2021-04-16,2289.239990,2294.239990,2270.919922,2282.750000,2282.750000,1314100
2021-04-19,2270.179932,2304.090088,2270.179932,2289.760010,2289.760010,1514500
2021-04-20,2297.489990,2299.000000,2257.120117,2279.010010,2279.010010,1114400
2021-04-21,2272.050049,2280.000000,2244.820068,2278.350098,2278.350098,1160200
2021-04-22,2275.399902,2288.879883,2240.320068,2252.520020,2252.520020,1207300
2021-04-23,2267.000000,2306.120117,2261.250000,2299.929932,2299.929932,1453300
2021-04-26,2304.520020,2324.530029,2297.320068,2309.929932,2309.929932,1601900
2021-04-27,2317.629883,2318.449951,2286.159912,2290.979980,2290.979980,2219300
2021-04-28,2392.500000,2431.379883,2353.219971,2359.040039,2359.040039,4055300
2021-04-29,2389.229980,2404.159912,2373.850098,2392.760010,2392.760010,2061700
2021-04-30,2368.020020,2381.850098,2346.560059,2353.500000,2353.500000,2242800
2021-05-03,2364.909912,2381.550049,2335.500000,2343.080078,2343.080078,1412100
2021-05-04,2313.550049,2324.989990,2256.679932,2306.830078,2306.830078,2240900
2021-05-05,2328.629883,2335.000000,2308.280029,2314.770020,2314.770020,1331800
2021-05-06,2306.330078,2337.350098,2293.040039,2337.350098,2337.350098,1259500
2021-05-07,2363.889893,2371.250000,2346.159912,2351.929932,2351.929932,1444900
2021-05-10,2328.139893,2331.000000,2284.540039,2291.750000,2291.750000,1545700
2021-05-11,2243.070068,2280.280029,2233.919922,2270.060059,2270.060059,1709300
2021-05-12,2226.189941,2247.979980,2193.620117,2200.250000,2200.250000,2318800
2021-05-13,2226.120117,2239.439941,2206.719971,2229.040039,2229.040039,1660200
2021-05-14,2258.540039,2284.719971,2250.000000,2278.379883,2278.379883,1599800
2021-05-17,2263.570068,2289.780029,2255.510010,2288.919922,2288.919922,1079900
2021-05-18,2302.350098,2307.679932,2262.189941,2262.469971,2262.469971,1110200
2021-05-19,2228.429932,2274.989990,2225.439941,2271.500000,2271.500000,1184200
2021-05-20,2291.000000,2312.000000,2283.520020,2306.949951,2306.949951,1617600
2021-05-21,2317.409912,2318.889893,2289.300049,2294.129883,2294.129883,2031600
2021-05-24,2314.889893,2365.550049,2311.959961,2361.040039,2361.040039,1591600
2021-05-25,2372.000000,2384.000000,2355.000000,2362.870117,2362.870117,1122000
2021-05-26,2366.520020,2388.989990,2366.459961,2380.310059,2380.310059,1078600
2021-05-27,2389.050049,2389.050049,2356.260010,2362.679932,2362.679932,1761200
2021-05-28,2374.419922,2376.070068,2352.850098,2356.850098,2356.850098,1074100
2021-06-01,2374.439941,2385.709961,2354.280029,2381.179932,2381.179932,1167700
2021-06-02,2389.149902,2393.639893,2352.360107,2370.590088,2370.590088,1057900
2021-06-03,2345.729980,2357.020020,2329.520020,2347.580078,2347.580078,934800
2021-06-04,2369.270020,2399.030029,2362.409912,2393.570068,2393.570068,1222900
2021-06-07,2389.439941,2404.510010,2381.000000,2402.300049,2402.300049,1206000
2021-06-08,2412.010010,2419.520020,2394.780029,2398.439941,2398.439941,1212000
2021-06-09,2411.429932,2412.879883,2396.899902,2407.939941,2407.939941,897100
2021-06-10,2406.919922,2436.000000,2403.780029,2435.129883,2435.129883,1295200
2021-06-11,2440.000000,2441.719971,2418.959961,2430.199951,2430.199951,1097900
2021-06-14,2432.260010,2448.919922,2418.000000,2448.909912,2448.909912,1104900
2021-06-15,2449.000000,2455.510010,2421.120117,2428.389893,2428.389893,1078100
2021-06-16,2431.439941,2437.719971,2389.399902,2415.449951,2415.449951,1323600
2021-06-17,2413.949951,2450.449951,2410.000000,2434.870117,2434.870117,1292100
2021-06-18,2427.340088,2432.060059,2400.300049,2402.219971,2402.219971,2305800
2021-06-21,2410.010010,2440.000000,2397.969971,2436.250000,2436.250000,1370700
2021-06-22,2435.000000,2448.000000,2421.280029,2446.610107,2446.610107,1119500
2021-06-23,2441.870117,2461.909912,2436.689941,2442.540039,2442.540039,957400
2021-06-24,2454.000000,2461.110107,2446.000000,2450.000000,2450.000000,1068100
2021-06-25,2440.000000,2452.659912,2431.300049,2450.169922,2450.169922,1729700
2021-06-28,2453.570068,2455.699951,2428.110107,2450.719971,2450.719971,1426300
2021-06-29,2453.409912,2460.419922,2433.820068,2445.449951,2445.449951,1155400
2021-06-30,2439.889893,2445.139893,2427.090088,2441.790039,2441.790039,1223700
2021-07-01,2434.500000,2451.739990,2430.629883,2448.889893,2448.889893,905500
2021-07-02,2463.000000,2508.080078,2461.189941,2505.149902,2505.149902,1299100
2021-07-06,2512.969971,2528.560059,2491.649902,2523.800049,2523.800049,1320200
2021-07-07,2543.239990,2545.679932,2523.060059,2529.479980,2529.479980,1203000
2021-07-08,2480.520020,2511.909912,2480.439941,2500.879883,2500.879883,1189500
2021-07-09,2500.500000,2514.689941,2491.030029,2510.370117,2510.370117,931600
2021-07-12,2523.560059,2541.389893,2512.219971,2539.510010,2539.510010,883400
2021-07-13,2540.770020,2561.149902,2533.489990,2546.830078,2546.830078,962000
2021-07-14,2559.159912,2586.530029,2558.290039,2564.739990,2564.739990,1187100
2021-07-15,2572.979980,2574.000000,2530.600098,2540.100098,2540.100098,1210900
2021-07-16,2553.260010,2556.229980,2523.070068,2539.399902,2539.399902,1021200
2021-07-19,2521.790039,2524.100098,2470.100098,2491.560059,2491.560059,1398400
2021-07-20,2510.550049,2540.860107,2487.010010,2524.189941,2524.189941,1315600
2021-07-21,2522.669922,2551.919922,2520.469971,2550.979980,2550.979980,1037300
2021-07-22,2556.879883,2569.659912,2549.979980,2568.429932,2568.429932,715100
2021-07-23,2608.610107,2667.979980,2596.010010,2660.300049,2660.300049,2075300
2021-07-26,2666.570068,2684.739990,2646.030029,2680.699951,2680.699951,1528600
2021-07-27,2685.010010,2687.979980,2602.080078,2638.000000,2638.000000,2735500
2021-07-28,2726.239990,2765.939941,2705.550049,2721.879883,2721.879883,4756500
2021-07-29,2723.000000,2733.219971,2710.860107,2715.550049,2715.550049,1585800
2021-07-30,2700.699951,2706.090088,2685.100098,2694.530029,2694.530029,1278200
2021-08-02,2702.340088,2706.729980,2675.879883,2697.090088,2697.090088,1081700
2021-08-03,2702.699951,2714.639893,2666.389893,2712.600098,2712.600098,1038100
2021-08-04,2706.989990,2712.989990,2689.739990,2702.510010,2702.510010,983800
2021-08-05,2713.610107,2727.000000,2696.919922,2725.030029,2725.030029,893500
2021-08-06,2720.840088,2729.449951,2704.199951,2714.770020,2714.770020,1023700
2021-08-09,2718.850098,2743.679932,2706.790039,2738.260010,2738.260010,888000
2021-08-10,2746.840088,2755.449951,2727.290039,2736.139893,2736.139893,970700
2021-08-11,2743.629883,2753.649902,2725.429932,2725.580078,2725.580078,767600
2021-08-12,2719.510010,2746.000000,2708.510010,2743.879883,2743.879883,825300
2021-08-13,2745.000000,2757.129883,2740.659912,2754.550049,2754.550049,797000
2021-08-16,2750.500000,2767.250000,2705.979980,2766.189941,2766.189941,1119200
2021-08-17,2755.000000,2765.310059,2721.639893,2733.229980,2733.229980,1085800
2021-08-18,2730.000000,2742.090088,2706.429932,2708.979980,2708.979980,962900
2021-08-19,2688.709961,2727.050049,2685.000000,2713.600098,2713.600098,1089100
2021-08-20,2720.000000,2751.080078,2705.000000,2748.590088,2748.590088,1558600
